1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
63848c7fa7e61be6b510bad9,204130701,2022-11-28T10:25:03,OK,en,"Mobile phone,Radio,Solar PV System","Clothes,Grain Mill,Hospital,House,Mobile Phone,Motorcycle","Water,Grain Mill,House,Motorcycle,Solar PV System",Bondo,21,Female,Married,Primary,,Unemployed,,1,2,Husband,,23,0,2,0,0,Mostly Wife,2000,No,,,Owns it fully,Yes,"I would like to change it by plastering it. That is because I have smeared it with cow dung, therefore, that is the main reason I would like to plaster it. Another reason I would really love to plaster it is because of maintenance. Whenever it rains, the walls are worn off and fall as a result, as such, I have to keep smearing the walls to maintain its loo and that can be demanding of labor and time. For those reasons, I would like for it to be plastered with cement.","Corrugated iron sheets,Mud bricks,Wood",Doctor,,In  your own village/town,60,Yes,,,,"Cooking,Bathing,Washing Clothes,Watering Crops",,,Yes,"Kale,Maize",,Well,,,Solar Lantern,Private Solar System,,No,,,,Cooking,"Lighting,Cooling,Other appliances",,Drought,,I am scared of it because when the land is dry we don't find food. We don't eat and the land is dry. Our cows also die.,"Vegetables,Bike,Borehole","This weather is harmful like when it rains. We recently planted maize and we  had a dry season, the sun scorching while there is no rainfall. The maize plants died and we are now feeding it to the cows. Sometimes  rainfall can also be harmful to the maize plants, it destroys a lot of our food and when it is the dry season, we don't have even vegetables  for us to eat. Even our cattle miss food. Its only that.",Yes,"The sun has really been shining so fiercely on us. I can say when it was raining we could get food at least. In the past, there was at least rain and the sun was shining moderately. and that is good. But during this year we are in, its been extremely sunny and the earth is so dry that is why the previous year was fair than this one.",No,,,,Neighbour,No,Calling out government officials,No,,Neighbour,No,Screaming for help,Outbreak of Diseases,,50,100000,"Market,Water Source (e.g. river; well),Health Centre","['Walking ', 'Walking ', 'Boda boda']","['60', '30', '60']","['Easy', 'Easy', 'Easy']",Mobile phone,Radio,Gov. officials,Never,Never,Never,Every day,Connected,Most people can be trusted,None
6384a57c4208c59e3cb00b9d,203471656,2022-11-28T12:11:40,OK,luo,"TV,Mobile phone,Radio,Tea Kettle,Electricity,Homestead","Bible,Clothes,Corrugated Iron Sheet,Electricity,Furniture,Grain Mill,Hospital,House,Light Bulb,Mobile Phone,Money,Rainwater Harvesting System,River,Road,School,Stove,Toilet Squat,Vegetables,Wheelbarrow,Wood Stove","Bible,Clothes,Electricity,Furniture,Grain Mill",Gem,60,Female,Widowed,Secondary,,Farmer-crops,,2,3,Mother,,60,1,2,1,1,Only Wife,1000,No,,,Owns it fully,No,"In this house? I fell short on bricks and I fell short of cement, that's why I haven't screened the floor. There are some bricks here. As I am short of those. As it is? It should follow that after I have remodelled it, I can even put windows, I never put those. So am trying to figure out how I would fabricate chairs and even a table.","Corrugated iron sheets,Bricks,Cement,Wood,Steel bar",Health Provider,,Outside your own village/town,30,No,,,,"Cooking,Bathing,Washing Clothes,Watering Crops","Cooking,Bathing,Washing Clothes,Watering Crops",,Yes,"Kale,Maize,Beans,Onions,Ground Nuts",,Well,,,Grid Electric Light,National grid connection,,Don't own a business,,"Cooking,Lighting,Cooling,Other appliances",,"Cooking,Lighting,Cooling,Other appliances",,,Earthquake,,"What I know is that it can destroy the world, if it continues to shake the way it has been shaking, it can destroy things and even erupt and bury people alive.","Bible,Money,Mobile Phone","Like right now since I came here? What I can say is, long ago work used to be easy and the things we used to use also used to be simple. Right now things are tough in the world. You must really work hard to find a way to help yourself. Long ago it was easier, now it's hard. The world has really changed a lot. Long ago the weather, the weather wasn't very awful and the farm would really produce well. I can say that when I was in my parents' house I never used to see such things. I started seeing hunger during my marriage. I never knew there was something like hunger. So that's the difference that is there because long ago the seeds would grow and be ready and the wind (rain-carrying winds) wasn't blowing like it is blowing right now. There is a big difference. The winds (weather) used to be better but these days the winds(weather) are bad.",Yes,"In my own words? In my view, life is very difficult these days. Long ago life was easy because you did not need so much to survive, the little you had could get you by but that is not the case as we speak because life is unbearable. The toughness of life has been occasioned by inflation and hard economic times. These days there is lack of money but the value of the shilling has gone high. Therefore, that explains the high cost of living. Long time ago we had little money but there was adequate food, now we have inadequate food. 
We could try employing a few remedies but I doubt we can go back to where we were many years ago. In our attempts to remedy the situation, we can try growing different crops. We should grow sweet potatoes and cassava alongside the conventional maize and other grains so that we have options for food. Additionally, we must also plant trees to improve the climate and attract rainfall.",No,,,,"Friends,Family",Yes,Digging tunnels to direct flooding,No,,"Friends,Family",No,No need,"Mud slide,Drought,Outbreak of Diseases",,360,5000000,"Market,Water Source (e.g. river; well),Health Centre","['Walking ', 'Walking ', 'Walking ,Boda boda']","['30', '20', '60']","['Easy', 'Easy', 'Hard']","Word of mouth,Social events  ,Gov. officials","Word of mouth,Social events  ,Gov. officials","Word of mouth,Social events  ,Gov. officials",Occasionally,Never,Every day,Every day,Connected,One should trust but needs to be careful,"Paro achiel 
Cham luchi"
6384a588009f63a8ba0c7238,204131221,2022-11-28T12:11:52,OK,en,"Mobile phone,Radio,Solar PV System","Clothes,Grain Mill,Hospital,House,Mobile Phone,Solar PV System,Vegetables,Water","House,Jerrycan,Clothes,Mobile Phone,Bible",Bondo,33,Female,Widowed,Secondary,,Farmer-crops,,6,1,Wife,,32,6,0,1,0,Only Wife,1000,No,,,Owns it fully,No,"The things I would like to change in this house are so many. Firstly, my house is being eaten up by termites. I keep removing them in the morning and night every day. The floor is also cracking. When it was screeded, it was screened during a funeral so it was stepped on while wet so now the middle part is just coming off. On the corrugated iron sheet, I don't know who did the roof, it wasn't properly sealed. It leaks when there is a lot of water. I'd say the joints and the purlins. Then something from above came and slanted it. It's usually slanted on this side so if you look at the corrugated iron sheets you'll see how it slid down. It's usually not straight.","Corrugated iron sheets,Steel bar,Wood",Doctor,,In  your own village/town,30,Yes,,,,"Cooking,Bathing,Washing Clothes,Watering Crops",,,Yes,"Kale,Maize,Beans",,Well,,,Solar Lantern,Private Solar System,,No,,,,Cooking,"Lighting,Cooling,Other appliances",,Extreme Heat,,"When it is dry there is no money, there are even no vegetables to harvest, and also if it is dry even water becomes a problem. We also have problems with money, and problems of food, so it affects a lot of things.","Bike,Mobile Phone,Vegetables","What I can say is that the climate of this time has had a lot of sunshine that has destroyed crops, there was very little rain unlike the previous year because in the previous year it rained on time, but this time round it did not rain enough and crops failed.",Yes,"The other year, it started raining quite well and people planted and it grew. But this year, we are yet to begin. Let's say, if it starts to rain, and it's cold we won't know if it will rain or if it will stop. But the farmlands will be tilled, whether we will sow or not, we don't know. The other planting season started well but toward the end, the rain disappeared.",No,,,,Neighbour,No,Making of drainage,No,,Neighbour,No,Calling fire fighters,Outbreak of Diseases,,56,120000,"Financial Service (e.g. M-Pesa agent; bank),School,Market","['Walking ', 'Walking ', 'Walking ']","['30', '20', '20']","['Easy', 'Easy', 'Easy']",Mobile phone,Radio,Gov. officials,Never,Never,Never,Every day,Connected,Most people can be trusted,None
6384ad8b424d8c224095c4be,204130443,2022-11-28T12:46:03,OK,en,"Solar PV System,Radio,Mobile phone","Clothes,Vegetables,Solar PV System,Jerrycan,House","House,Mobile Phone,Motorcycle,Water,Vegetables",Bondo,57,Female,Widowed,Primary,,Farmer-crops,,6,6,Wife,,60,5,5,1,0,Only Wife,2000,No,,,Owns it fully,Yes,"I don't seem to agree with them. I've listened to their stories and they might not be good people. Yes, I wish for a house, but I  don't understand you, what is she saying? Its bad. Even when its raining it rains on me. Tell her that. If it's raining it rains on me, tell her that.","Corrugated iron sheets,Wood,Mud bricks",Doctor,,In  your own village/town,30,Yes,,,,"Cooking,Bathing,Washing Clothes,Watering Crops",,,Yes,"Kale,Maize",,Well,,,Solar Lantern,Private Solar System,,No,,,,Cooking,"Lighting,Cooling,Other appliances",,Wildfire,,"The fire will burn me and I will feel pain. The fire will burn me and I will feel pain and I will feel hungry, the sun will shine and I won't feel the pain. Nothing. I feel pain from hunger but I don't feel pain from. Look at this child who is burnt I feel, look, you're looking at this child's arm. What does this child feel? The sun will kill me but not last.","Water,Mobile Phone,Vegetables","Vegetables, I get water, I get food that I can eat. The weather is good. That matter.",No,In the past years food was in plenty and we lived well. Nowadays we live badly. There is no food. Water has just been brought by the rains. We are not living well. Maize flour that we want  is two hundred. If you don't have the two hundred you won't eat. Nowadays food prices are high compared to the previous years when it was down.,No,,,,Neighbour,No,Making of drainage,No,,Neighbour,No,Screaming for neighbors,Outbreak of Diseases,,50,120000,"School,Firewood Source (e.g. forest),Water Source (e.g. river; well)","['Boda boda', 'Walking ', 'Walking ']","['30', '30', '30']","['Easy', 'Easy', 'Hard']",Mobile phone,Radio,Gov. officials,Never,Never,Never,Every day,Connected,Most people can be trusted,Community based organization
6384b22a9d2e734c35c492e1,204130246,2022-11-28T13:05:46,OK,en,"TV,Motorbike,Mobile phone,Radio,Cow,Solar PV System,Goat","Bible,Clothes,Grain Mill,House,Jerrycan,Mobile Phone,Motorcycle,Solar PV System,Vegetables,Water","House,Vegetables,Clothes,Hospital,Motorcycle",Bondo,52,Female,Widowed,Primary,,Farmer-crops,,1,3,Wife,,60,1,1,1,0,Only Wife,5000,No,,,Owns it fully,No,"I desire a  big housed that is tiled. I pray that if I get money then I will build a big house and fit tiles. I love tiles. I want tiles because they are good in my life. Even when my children are around, they can now sleep here on the floor.","Wood,Corrugated iron sheets,Cement",Doctor,,Outside your own village/town,60,Yes,,,,"Cooking,Bathing,Washing Clothes,Watering Crops",,,Yes,"Kale,Maize,Beans,Sorghum",,Well,,,Solar Lantern,Private Solar System,,Yes,Selling maize,,,Cooking,"Lighting,Cooling,Other appliances",,Extreme Heat,,"I fear the sun, because the sun, destroys vegetables, they dry up, you plant maize, it dries up. There is no way you can even just find apoth ( indigenous leafy vegetable) on the farm. But when it's raining, you find apoth. It's better than the sun, so I don't want the sun. It brings a lot of heat.","House,Motorcycle,Vegetables","It is very bad. The weather is bad, when we farm the crops dont mature because of the bad weather. The land is bad too, when you plant some maize they doesn't mature. So, it is hard. The weather is so bad.",Yes,"Climate change has caused a water shortage. We don't even have wells where we can draw water from. If you are hungry a water tap like this mine can help you. If there is no water then this weather condition is very bad. We have no water, we don't have a lot of help, and maize doesn't do well on the farms. It is bad.",No,,,,Municipal officers,No,Calling government officials for help,No,,Neighbour,No,Screaming for help,Outbreak of Diseases,,40,100000,"Market,Health Centre,Financial Service (e.g. M-Pesa agent; bank)","['Walking ', 'Boda boda', 'Walking ']","['45', '60', '60']","['Hard', 'Hard', 'Easy']",Mobile phone,Radio,Gov. officials,Never,Never,Occasionally,Every day,Connected,Most people can be trusted,Community based organization
6384b459b17a7f33f49a602b,204216772,2022-11-28T13:15:05,OK,luo,"TV,Mobile phone,Stove,Radio,Solar PV System,Cow","Battery,Bible,Bike,Clothes,Corrugated Iron Sheet,Disposable Sanitary Pad,Electricity,Gas Stove,Hospital,House,Mobile Phone,Money,Motorcycle,Road,School,Solar PV System,Stove,Torch,Vegetables,Wheelbarrow","Electricity,Gas Stove,Hospital,School,Vegetables",Bondo,42,Female,Married,Primary,,Farmer-crops,,3,2,Husband,,45,1,2,2,0,Mostly Household Head,10000,Yes,,Visual Impairment,Complimentary dwelling,No,"If it's damaged, I mean without demolishing, it makes it difficult for me because of plastering (using mad) like I am plastering right now. So I am tired of plastering. That's why I want to plaster it with cement when I get money. Even build another. Secondly, right now people are in the digital life. Mud thached houses are now few, none. People are in permanent houses and even the houses that are mud thached have been plastered with cement. Not like the ones plastered by hand (using mud).","Mud bricks,Wood,Steel bar",Nurse,,In  your own village/town,5,Yes,"Cooking,Bathing,Washing Clothes,Watering Crops",,,"Cooking,Bathing,Washing Clothes,Watering Crops","Cooking,Bathing,Washing Clothes,Watering Crops","Cooking,Bathing,Washing Clothes,Watering Crops",Yes,"Beans,Sorghum,Maize,Other",,Other,Depend on rain water,,Other,Dry cell battery / torch,,Don't own a business,,Cooking,Lighting,Cooking,Lighting,"Cooking,Lighting,Cooling,Other appliances",Wildfire,,"When a fire explodes, explodes even in a house or in another land it destroys many things there's nothing you will find. That is why I can get worried. It burns everything it finds.","Battery,Money,House","So that it rains and therefore things like us, human beings can get enough food and cattle can also find pasture. We can also get water easily, that is my view about climate change.",Yes,"One among the changes is trees. Nowadays people do not lant trees and even if they do, they also cut them down early. It also observable that there re no bushes as they used to be in the past. In the past, we had a lot of bushes and big natural trees that could bring rains. It used to rain a lot but now there are no bushes. When there are rains then there is a lot of food.",No,,,,Neighbour,Don't know,Redirecting the Rain Runoff,No,,Neighbour,Don't know,Call neighbors,"Drought,Outbreak of Diseases",,14,3000,"School,Market,Health Centre","['Walking ', 'Walking ', 'Walking ']","['5', '10', '5']","['Very easy', 'Easy', 'Easy']","Word of mouth,Radio","Word of mouth,Radio","Word of mouth,Radio",Never,Never,Never,Every day,Not connected at all,One should trust but needs to be careful,Church
6384d58897a0b97d5c490463,203471631,2022-11-28T15:36:40,OK,luo,"TV,Mobile phone,Stove,Radio,Tea Kettle,Solar PV System,Cow,Goat,Homestead","Borehole,Clothes,Corrugated Iron Sheet,Furniture,Gas Stove,Grain Mill,Hospital,House,Jerrycan,Light Bulb,Mobile Phone,Money,River,Road,School,Stove,Toilet Squat,Torch,Vegetables","Wood Stove,Toilet Squat,Hospital,House,Vegetables",Gem,36,Female,Widowed,Primary,,Farmer-crops,,5,1,Mother,,36,4,1,1,0,Only Wife,500,No,,,Owns it fully,No,"I would wish that they change the walls, change the floor, change the plaster to one with cement.","Corrugated iron sheets,Mud bricks,Wood,Other",Health Provider,,Outside your own village/town,60,Yes,,,,"Cooking,Bathing,Washing Clothes,Watering Crops","Cooking,Bathing,Washing Clothes,Watering Crops",,Yes,"Kale,Maize,Beans",,Well,,,Solar Lantern,Private Solar System,,Don't own a business,,"Cooking,Lighting,Cooling,Other appliances",,"Cooking,Lighting,Cooling,Other appliances",,,Wildfire,,"I'm always afraid of fire because fire is like a broom. It sweeps everything. My house was once burnt down. I have the experience of losing household items. In the case of flash floods, the chances of retrieving some of the household goods are high. But in a fire accident, everything is consumed. You'll never see the household goods again. That's why I'm so much afraid of fire. Fire can turn someone into ashes.","Furniture,Bible,Water","Long ago, I could get a big harvest but right now I see things have changed. I dont know if it's the manure that I have put too much of into the soil and I can't know what it is because right now even if I plant seeds, I don't get as much as I used to get in the past. Eeh (Yes) Long ago the rain used to be on time but now it's changed, right now it shouldn't be raining. Nowadays it rains during this time. Now when it's time for people to sow, it disappears. It's still not there.",Yes,.,Yes,2,"December,October",,"Friends,Family",Don't know,Digging tunnels  to direct the flooding,Yes,,"Friends,Family",No,No need,Mud slide,,360,500000,"School,Water Source (e.g. river; well),Market","['Walking ', 'Walking ', 'Walking ,Boda boda']","['30', '15', '60']","['Easy', 'Easy', 'Easy']","Word of mouth,Social events  ,Mobile phone,Gov. officials","Word of mouth,Social events  ,Gov. officials","Word of mouth,Social events  ,Gov. officials",Never,Never,Every day,Every day,Connected,One should trust but needs to be careful,Wananeye women group
6384e933a7e61be6b510bb51,204216446,2022-11-28T17:00:35,OK,luo,"TV,Radio,Solar PV System,Homestead","Bible,Bike,Clothes,Corrugated Iron Sheet,Disposable Sanitary Pad,Furniture,Gas Stove,Hospital,House,Mobile Phone,Money,Motorcycle,School,Solar PV System,Vegetables,Water,Wheelbarrow","Clothes,Gas Stove,House,Motorcycle,Money",Bondo,52,Female,Widowed,Primary,,Unemployed,,3,1,Wife,,52,3,0,1,0,Only Household Head,10000,No,,,Owns it fully,No,"It would be my pleasure if the iron sheets and the bricks changed. The iron sheets are in a bad state. During the rainy season, there is leakage. My children and I feel uncomfortable. As for the bricks, they aren't as urgent as the iron sheet roofing. The old iron sheets should be replaced with new ones. My happiness is when there is no leakage.","Wood,Mud bricks,Corrugated iron sheets",Nurse,,In  your own village/town,15,Yes,"Cooking,Bathing,Washing Clothes,Watering Crops",,,"Cooking,Bathing,Washing Clothes,Watering Crops","Cooking,Bathing,Washing Clothes,Watering Crops","Cooking,Bathing,Washing Clothes,Watering Crops",No,,,Other,Rain water,,Solar Lantern,Private Solar System,,Don't own a business,,Cooking,Lighting,Cooking,Lighting,"Cooking,Lighting,Cooling",Wildfire,,"I'm so worried about electricity because when a fault occurs, my house can burn down with my children inside. Even if the fault happens at a neighbor's house, the house will burn down. We'll lose our lives if such a scenario occurs. I'll cease to live on this earth with my children. That's why I'm worried about electricity.","Borehole,Corrugated Iron Sheet,Money","Rough-blowing winds that can even bring down a house? There can be very rough winds that usually destroy a lot of things so the wind blows in different ways. It can sometimes blow very fiercely that it can blow off a house's roof, so when it blows like that so many things get damaged.
It can also rain badly sometimes with hail stones and when it finds you outside when you get to the house the following day you might feel malaria symptoms.",Yes,"In the past, people used to keep themselves. When someone died, the day he will be brought from the mortuary, and passes throught the village, people were not suppose to go to their farms the following day. Nowadays, even if the dead person is brought for burial people will still go to their farms the following day. In the past, when someone was buried, the elders will count days and give orders on when to get back to the farms. Nowadays such observances are not being adhered to that is why we have the bad weather and unpredictable rainfall. Bad weather beacuse people are not keeping themselves to observance of the rules that used to be kept in the past. That is what it is.",Yes,1,November,"It gets into the house and make it cold. Whenever it rains, it makes the house to be colder becaue of the flooding. When the floods gets into the house, the house is the floor becomes too cold.",Neighbour,Don't know,Creating waterways to direct water.,Yes,Everything was burnt down. The grass-thatched main house was burnt down completely. My child lit a matchstick. It caught the grass roofing burning the house. The child escaped unhurt.,Neighbour,Don't know,Call neighbors,"Drought,Outbreak of Diseases",,21,3500,"Firewood Source (e.g. forest),School,Health Centre","['Walking ', 'Walking ', 'Walking ']","['20', '15', '15']","['Hard', 'Hard', 'Hard']","Word of mouth,Radio","Word of mouth,Radio,Gov. officials","Word of mouth,Radio",Never,Never,Never,2-3 times week,Somewhat connected,One should trust but needs to be careful,Church
6385057f2130c43f581613a9,204342493,2022-11-28T19:01:19,OK,en,"TV,Motorbike,Fridge,Mobile phone,Stove,Radio,Access to internet,Tea Kettle,Electricity,Solar PV System","Battery,Bible,Bike,Clothes,Disposable Sanitary Pad,Electricity,Doctor,Fridge,Furniture,Gas Stove,Grain Mill,Hospital,House,Jerrycan,Light Bulb,Medicine,Mobile Phone,Motorcycle,Rainwater Harvesting System,Road,School,Solar PV System,Stove,Toilet Squat,Water,Torch,Vegetables,Wood Stove","Bible,Disposable Sanitary Pad,Hospital,Light Bulb,Medicine",,20,Female,Single,Secondary,,Housework unpaid,,3,3,Father,,60,2,3,1,1,Joined,500,No,,,Owns it fully,No,"I would start from the foundation. Actually this house is a bit slant so I would correct that by making it straight on the floor. After that I would also repair the walls and the roofing. I would change the roofing starting from the corrugated iron sheets. If possible, I would like to use the best option available in the market because the ones used here were not of good quality and the workmanship was also poor.","Corrugated iron sheets,Bricks,Wood",Doctor,,Outside your own village/town,20,No,,,"Cooking,Bathing,Washing Clothes,Watering Crops",,,,Yes,"Kale,Maize,Beans,Other",,Other,Rainwater,,Hydropower,Other,,Don't own a business,,Cooking,,,Lighting,Cooling,Drought,,"Drought, when there is drought there is hunger and when there is hunger there is death so that's what am most worried about especially for us who do not have ways of irrigation. Yeah. Yeah.","Borehole,Donkey and Cart,Water Pump","In the area? The climate change has affected so many things. I don't. The climate change I describe it as something that is not as we used to see before like before there is was change of weather, change of plans, change of harvesting periods.",Yes,"What has changed in my community, in fact in the whole country, I think, is the harvesting periods. For instance around these times we are supposed to be harvesting maize of which non of the people in my community have done. So climate change means less and less food supply in the community.",No,,,,Police,Yes,I don't know,No,,"Police,Firefighter",No,I don't know,Mud slide,,7,0,"Market,Water Source (e.g. river; well),School","['Walking ', 'Walking ', 'Bicycle']","['20', '5', '30']","['Easy', 'Easy', 'Easy']","Word of mouth,Mobile phone","TV,Radio","Social events  ,Word of mouth",Occasionally,Never,Every day,Every day,Very connected,Most people can be trusted,None
638506c9f8f2ccdb0c01f827,204270726,2022-11-28T19:06:49,OK,en,"Tea Kettle,Solar PV System,Homestead,Cow","Clothes,Borehole,Bible,Corrugated Iron Sheet,Furniture,Grain Mill,Hospital,House,Jerrycan,Medicine,Mobile Phone,Money,Motorcycle,Road,School,Solar PV System,Stove,Vegetables,Water","House,Vegetables,Water,Money,Mobile Phone",Alego Usonga,80,Female,Married,No education,,"Farmer-crops,Farmer-animals,self-employed",,3,3,Mother,,80,3,1,0,2,Only Household Head,1000,No,,,Owns it fully,No,"It is not good for me you see it is just there, it is not good for me, when I get the money I will change the roofing because the iron sheets are old. When it is raining it leaks because the iron sheets have holes. It is a long time since we build this house. I f can I can get someone who can help me remove the roofing or expand it and who can also help me to replace the new ones I can be so lucky.","Corrugated iron sheets,Mud bricks,Wood",Health Provider,,Outside your own village/town,20,Yes,,,,,"Cooking,Bathing,Washing Clothes","Cooking,Bathing,Washing Clothes",Yes,"Maize,Kale,Beans,Sorghum",,Other,Depends on rain water,,Solar Lantern,National grid connection,,Don't own a business,,Cooking,,Cooking,Cooking,,Drought,,"I am able to get drinking water, livestock can not get water.","Vegetables,Money,Borehole","The weather is good when it rains when it's raining well. It's raining and money during the time of drought has started and the rain has come back, now the rain is better.",Yes,"I'm not worried when there is rainfall. During the dry season, many problems arise. During drought, there is too much sunshine. There are no vegetables or anything that can be eaten. We experience widespread hunger. Nothing can grow during drought.",No,,,,Neighbour,No,Cry for help,No,,"Neighbour,Family",No,Call neighbors and family members,Mud slide,,1,0,"Health Centre,Water Source (e.g. river; well),Firewood Source (e.g. forest)","['Walking ', 'Walking ', 'Walking ']","['10', '5', '20']","['Easy', 'Easy', 'Hard']","Word of mouth,Social events  ",Word of mouth,Word of mouth,Never,Never,Occasionally,Occasionally,Somewhat connected,You can't trust anyone,Church
63850d23cdc50ef5b97a901c,204353440,2022-11-28T19:33:55,OK,luo,"TV,Mobile phone,Stove,Radio,Access to internet,Tea Kettle,Electricity,Solar PV System,Homestead","Furniture,House,Jerrycan,Light Bulb,Mobile Phone,Money,Road,Solar PV System,Stove,Toilet Squat,Torch,Vegetables,Water,Wood Stove,Wheelbarrow","Mobile Phone,River,Solar PV System,Vegetables,Wheelbarrow",Alego Usonga,25,Male,Single,Tertiary,,Student,,4,4,Father,,60,3,4,2,1,Mostly Household Head,20000,No,,,Complimentary dwelling,Yes,"I can only change the roof because of the design, there are sometimes when it rains, the rain gets in and there are also places where there are holes.","Corrugated iron sheets,Bricks,Wood,Cement",Doctor,,Outside your own village/town,20,Yes,"Cooking,Bathing,Washing Clothes",,,Watering Crops,,Cooking,Yes,"Kale,Maize,Beans",,Run-off of the river,,,Generator Electric Light,Private Solar System,,Don't own a business,,Cooking,,Cooking,Lighting,,Other,Extreme Rainfall,"It will be more. Because in the past years when it used to get to December it didn't rain like this. Since it wasn't raining. When it rains, you fail to understand. Right now it's not the same. A lot of rain affects us because it destroys things in the field. Eeh (yes).","House,Rainwater Harvesting System,Money","Climate change. Right now I can say that the climate at this time is hard to gauge because you can imagine that today the sun is hot, it gets to one o'clock, have you not seen it today? And the sun was hot. Eeh (yes).",Yes,"Climate has affected us, sometimes you wish to water your vegetables, and sometimes you find that there has been a lot of sun and the vegetables have dried up. In other places, the water has decreased. Sometimes getting water is difficult. In terms of  food, you go to the farm and you find the vegetables have dried up. Maize is also withering, some have not germinated. If it rains a lot,  it destroys. There are things that have changed.",No,,,,"Municipal officers,Friends,Family",Don't know,Channel the flood to the river through digged up channels,No,,"Municipal officers,Firefighter",Yes,Call firefighters and use soil as a starter to put off the fire,Other,Don't know,30,25000,"School,Market,Health Centre","['Bicycle', 'Walking ', 'Walking ']","['30', '20', '20']","['Easy', 'Easy', 'Easy']","Word of mouth,Social events  ,Mobile phone","Radio,TV",TV,Never,Occasionally,Every day,Occasionally,Very connected,"One should trust but needs to be careful,You can't trust anyone","Church, CBO"
63850f372e7da14daf4a1a01,204216612,2022-11-28T19:42:47,OK,luo,"Mobile phone,Radio,Solar PV System,Homestead","Bible,Clothes,Corrugated Iron Sheet,Gas Stove,Hospital,House,Jerrycan,Mobile Phone,Medicine,Money,Motorcycle,River,Road,School,Solar PV System,Vegetables","Donkey and Cart,Gas Stove,Mobile Phone,Money,Toilet Flush",Bondo,67,Female,Widowed,No education,,Unemployed,,1,1,Wife,,67,1,0,0,1,Only Household Head,10000,Yes,,Physical Disability - Legs,Owns it fully,Yes,"What I would change? If someone is helping me, with something, it would just be cement. Cement. Because there is nothing I would change and I have already built the house. It's just cement. I want to use the cement to plaster together with sand. Mmm (yes). It has an appeal because the red soil has now been covered with cement.","Mud bricks,Wood,Corrugated iron sheets",Nurse,,In  your own village/town,20,Yes,"Cooking,Bathing,Washing Clothes,Watering Crops",,,"Cooking,Bathing,Washing Clothes,Watering Crops","Cooking,Bathing,Washing Clothes,Watering Crops","Cooking,Bathing,Washing Clothes,Watering Crops",Yes,Maize,,Other,Rain water,,Solar Lantern,Private Solar System,,Don't own a business,,Cooking,Lighting,"Cooking,Cooling",Lighting,"Cooking,Lighting,Cooling",Flood,,"Why is worries me? Like my house, for example, you've built a house and built the house with everything inside. Then the rain comes and lifts things to the point they are carried away. We see on the TV here things are seriously carried away, bedding, even cows are carried away. Chicken carried away. Even small things are carried away. You must be worried. I couldn't say anything about this here at ****.","Gas Stove,Money,Rainwater Harvesting System",I don't know climate change. This wind that blows very hard? The wind blows so hard it can carry the roof off your house right? It can even uproot a house. the sun is so shiny. It can even spoil the good things you had made.,Yes,"Because in the past, when we planted crops it was harvested in the month of September. That was good by then. Nowadays, when we plant the crops sometimes the sun comes and scorches the crops till they dry up. And the current rains are different from those wthat used to be in the past. Recently, we planted some maize but the rains din't last long. The crops dried up and we ended up feeding  livestock with the stalks. 
We always have one planting season but we sometimes do plant towards the third quarter of the year when there are rains. We planted recently but the rains did not last, so the maize dried up.",Yes,1,November,"When it flooded, it entered the house and even found my children asleep. They had to hang on some things in my house including chairs. When it got to the morning, I took a Jembe and redirected the waters. Even in our farms, one has to redirect the flooding waters in order to have the crops mature to harvest.",Neighbour,Don't know,Baro Ofula,No,,Neighbour,Don't know,Call neighbors for help,"Drought,Outbreak of Diseases",,21,4000,"Health Centre,Water Source (e.g. river; well),Financial Service (e.g. M-Pesa agent; bank)","['Walking ', 'Walking ', 'Walking ']","['10', '10', '20']","['Easy', 'Easy', 'Hard']","Word of mouth,Radio","Word of mouth,Gov. officials,Radio","Word of mouth,Radio",Never,Never,Never,Every day,Somewhat connected,One should trust but needs to be careful,Church
